1.26256E+17,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA,positive,apple
,,,
1.26196E+17,@bkad5161 than apologize to @apple ;),positive,apple
,,,
1.26183E+17,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX,positive,apple
,,,
1.2618E+17,"Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI",positive,apple
,,,
1.26164E+17,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s,positive,apple
,,,
1.26141E+17,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,positive,apple
,,,
1.26134E+17,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -,positive,apple
,,,
1.26117E+17,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",positive,apple
,,,
1.26117E+17,Well at least the @apple store has amazing call waiting music! #need4s,positive,apple
,,,
1.26113E+17,#sweet... #apple replaced my glass #probono. thank you @apple,positive,apple
,,,
1.26108E+17,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad,positive,apple
,,,
1.26105E+17,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology",positive,apple
,,,
1.26097E+17,I'm loving this new IOS5 update :) @apple,positive,apple
,,,
1.26096E+17,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,positive,apple
,,,
1.26085E+17,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.,positive,apple
,,,
1.26079E+17,hey @apple I hate my computer i need a #mack wanna send me a free one.,positive,apple
,,,
1.26076E+17,#iCloud set up was flawless and works like a champ! To the Cloud @Apple,positive,apple
,,,
1.26076E+17,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,positive,apple
,,,
1.26065E+17,@apple loving the new IOS5 upgrade for the iPhone!,positive,apple
,,,
1.26063E+17,Once again getting great customer service from the @apple store at millenia mall.,positive,apple
,,,
1.26059E+17,Is it just me or is #iOS5 faster for the iPad? @apple,positive,apple
,,,
1.26057E+17,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,positive,apple
,,,
1.26049E+17,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!,positive,apple
,,,
1.2604E+17,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,positive,apple
,,,
1.26419E+17,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...,negative,apple
,,,
1.26417E+17,"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,apple
,,,
1.26417E+17,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,apple
,,,
1.26411E+17,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5,negative,apple
,,,
1.26411E+17,@apple needs to hurry up and release #iTunesMatch,negative,apple
,,,
1.2641E+17,Why is  #Siri always down @apple,negative,apple
,,,
1.26409E+17,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple,negative,apple
,,,
1.26408E+17,"@apple AirDrop #fail - Immediate ""declined your request."" every time",negative,apple
,,,
1.26405E+17,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,negative,apple
,,,
1.26405E+17,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss,negative,apple
,,,
1.26401E+17,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple,negative,apple
,,,
1.26393E+17,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,negative,apple
,,,
1.26392E+17,"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.",negative,apple
,,,
1.26385E+17,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",negative,apple
,,,
1.26383E+17,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,negative,apple
,,,
1.26382E+17,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,negative,apple
,,,
1.26382E+17,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity,negative,apple
,,,
1.26381E+17,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",negative,apple
,,,
1.26377E+17,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative,apple
,,,
1.26375E+17,"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple",negative,apple
,,,
1.26373E+17,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?,negative,apple
,,,
1.26372E+17,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?",negative,apple
,,,
1.26363E+17,removing all @apple shit.,negative,apple
,,,
1.26361E+17,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,negative,apple
,,,
1.26358E+17,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em,negative,apple
,,,
1.26358E+17,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise,negative,apple
,,,
1.26358E+17,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",negative,apple
,,,
1.26357E+17,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,negative,apple
,,,
1.26355E+17,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,negative,apple
,,,
1.26352E+17,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,negative,apple
,,,
1.26348E+17,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,negative,apple
,,,
1.26344E+17,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",negative,apple
,,,
1.26344E+17,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!,negative,apple
,,,
1.26344E+17,"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers...",negative,apple
,,,
1.26343E+17,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,negative,apple
,,,
1.26335E+17,@APPLE Wow @MOTOROLA Just crushed your dreams....,negative,apple
,,,
1.26331E+17,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative,apple
,,,
1.26328E+17,"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",negative,apple
,,,
1.26325E+17,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",negative,apple
,,,
1.26324E+17,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T,negative,apple
,,,
1.26324E+17,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,negative,apple
,,,
1.26321E+17,@apple why is my iPhone battery so crappy #fail,negative,apple
,,,
1.2632E+17,My @Apple @macbook keyboard will not type :(,negative,apple
,,,
1.26311E+17,"Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber",negative,apple
,,,
1.2631E+17,"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world",negative,apple
,,,
1.26307E+17,I hate my @apple computer.  Thats 3500 dollars down the drain.,negative,apple
,,,
1.26302E+17,@apple my iPhone is charging very slowly!!!!!,negative,apple
,,,
1.26299E+17,"@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2",negative,apple
,,,
1.26297E+17,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!",negative,apple
,,,
1.26292E+17,"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.",negative,apple
